name,Tc
Pb0.5Cd0.5Sr1.2Ca0.8Y1Cu2O7-d,
Mo0.5Re0.5,6.5
H0.938Pd1,5.523
Ca9.58Y0.42Pt3Fe10As18,18.6
Tl2Ba2Cu1O6+y,11
Ce1Bi3.1Pb0.9Te6,2.8
Nd1Pt2.1B2.4C1.2,2.91
Pd1.75Te2,2.25
Y1In2.25Pb0.75,0.6
Y1Ba2Cu2.97Zn0.03O7,83.5
Gd1Ba2Cu2.82Fe0.18O7-Z,55.2
Cm1.85Th0.15Cu1O4,
Bi2Sr2Ca0.4Gd0.6Cu2O8+z,4.8
Ru2Sc1,2.36
Nd1.4Ce0.2Sr0.4Cu1O4-Z,23.1
Nb1S2,6.05
Y1Ba2Cu3O7-d,90
Hg0.4Au0.6Ba2Ca2Cu3Oz,100
Ba1Pb0.65Ce0.1Bi0.25O3,
La1Pb3,4.07
La1.85Sr0.15Cu0.985Ni0.015O4,25.9
Zr24.3V48.5Nb27.2,4.6
La1.885Sr0.115Cu0.9925Zn0.0075O4,12.45
Nb3Sn0.8Al0.2,16.8
Th1Ir0.8Os1.2,3.22
La1Ru2P2,3.7
Pr1Ba2Cu3Oz,
La1.8Sr0.2Cu0.985Ni0.015O4+z,25.77
P1Ru2,
Li0.8Fe1.2Se0.92S0.08H1O1,
Y1Rh1Al1,0.9
La1.8Sr0.2Cu1O4,
Si2Zr3,
Ba0.1Na0.9Fe2As2,18.4
S2W1,
Ta0.8W0.2,1.2
La1.7Sr0.3Cu1O4,15.2
Ti1N1Cl1,
Cu0.03Ta1S2,3.79
Nd1Fe0.95Rh0.05As1O1,7.1
Cd1Mo6Se8,2.4
La2.5Y0.5Ca1Ba3Cu7O16.574,80
Bi2.1Sr1.9Ca1Cu1.98Zn0.02Oz,82
Hg0.7Cr0.3Sr2Cu1O4+Z,63
Sr2Y1Cu3O7.95,62
La1Ba2Cu2Co1O7.39,
Tl0.54K0.46Fe1.88Se2,30.4
La0.8Y0.2Fe0.8Mn0.2As1F0.11O0.89,
La1.92Ca0.08Cu1O4,16
Tl0.54Pb0.45Te0.05Sr1.7Ba0.3Ca2Cu3Oz,120.2
Nd1Ba2Cu3O7-Z,94.5
La1Bi1S2F0.9O0.54,4.55
Ir2Y1,2.18
Hg1.4Tl0.6Ba2Y0.3Ca0.7Cu2O8-z,52.3
Nd0.9Ba1.7Ca0.4Cu3O6.801,72
Nd1Ba2Cu3O7-Z,91.9
Na1Al1Si1,7.4
V1.5Nb1.5Sb1,7.4
Tm0.9Ca0.1Ba2Cu3O7-z,86
Zr0.8Mo0.2,4.1
Y1Ba1.96Sr0.04Cu3O6.98,91.8
Co1Sr2Y0.65Ca0.35Cu2O7+z,38
La0.99Nd0.01,5.18
Y1Ba2Cu3O6.68,67.4
Ga2Ta3,
Mg0.7Li0.15Al0.15B2,25.1
K0.27O3W1,0.5
Nd1.5Ce0.5Sr2Cu2Nb1O10,24.2
La1.78Sr0.22Cu0.95Ni0.05O4,4.1
Pt1,0.0019
Eu1Ba2Cu3H0.24Oz,92.8
Bi0.5La1.5Sr1Cu2O6.02,28
Ce1Pt3Si0.94Ge0.06,0.4505
Re0.18Si1V2.82,
La2.89Na0.11Cu1O4-X,16
Sb0.66Tl0.33,5.2
K0.05Mo1O2-z,9.5
Bi1.55Pb0.45Sr2Gd0.2Ca0.8Cu2O8+Z,93
Y1Ba2Cu2.73Fe0.27O6.1,
La1.85Sr0.15Cu0.99Ru0.01O4,20.5
Y0.95Ca0.05Ba2Cu4O8,84
Li7Mo15Se19,
Ru0.7Sr2Gd1Cu2.3O8+z,72
Nd1.85Ce0.15Cu0.99Co0.01O4,
Pb0.5Tl0.5Sr4Cu2C0.5N0.5O10,70
Sr3Rh4Sn13,4.15
Fe1.03Te0.72Se0.28,13.9
Ba0.82Pr0.18Fe2As2,6.2
H1Bi2Sr2Ca1Cu2OZ,87.5
Er0.8Gd0.2Rh4B4,4.41
Cu0.81Sb0.19,0.07
Y1Ba2Cu3.96Co0.04O8,68.5
Bi2Sr2Ca1Cu2O8+z,84
Sr2Cu1O3.4,75
Nd1.3Ce0.3Sr0.4Cu1O4-Z,
Ho1Ni2B2C1,7.5
C1Ca3Cu2O7.2,
Sr2Ca3Cu4F2O8.8,72
Tl1Ni2Se2,3.7
La2.4Se4Y0.6,3.92
Bi2Sr1.8La0.2Cu0.98Zn0.02Oz,
Ni28U72,
Ca1Fe1.854Co0.146As2,16.8
Eu1Ba2Cu3S1O6,85
Bi2Sr2Ca1Cu1.9Mn0.1O8+z,66
Bi2Sr2Ca0.45Y0.55Cu2O8+Z,
Yb1Ba2Cu3OX,88.7
Ba2Ca3Cu5O11-y,
Hf1V2,9.67
Co3Th7,1.83
Hf1V2D0.25,8.24
Rb0.33W1O3,1.98
C0.44Mo0.56,1.3
Bi2Sr2Ca0.2Y0.8Cu2O8+Z,
Nd1.85Ce0.15Cu1O4-d,18.2
Tl0.8Sr1.8Yb0.2Ca1Cu2.2O7-z,78.35
Sm1Fe1As1O1,
Y1Ba2Cu3O6.72,93.4
Tl2Ba2Cu1O6+Z,75
Ba1Ca0.5Cd0.5La1Cu3Oz,34.1
Os0.7Re0.3,0.8
Y0.6Pr0.4Ba2Cu3O6.929,45.3
Bi4Sr4Y2Cu4O16+Y,
La1Fe1As0.4P0.6O1,
La2Cu1O4-Z,
Bi2Sr2Ca1Cu2Oz,63
Y1Ni1.9Mn0.1B2C1,12.7
Y0.85Pr0.15Ba2Cu3O6.5,35.8
Er1Ru3.5Si2,
B1Mo1,
Nb3Rh0.98Pd0.02,2.5
U1Ni2Al3,1
Na0.23M1Ti1N1Br1,11
H0.94Pd1,6.6
Dy0.75Tb0.25Ni2B2C1,3.24
Li0.05M0.39Zr1N1Cl1,14.2
Na2Rb0.5Cs0.5C60,8.4
Nd0.94Ca0.06Ba2Cu3O7-z,88
Al13Os2.96Ru1.04,
Ce1Cu2Si2,0.73
Y1.2Th0.8C2.7,16
Lu5Ir4Si10,3.91
Bi1.4Pb0.6Sr2Ca1Ga1Cu3O7,66.5
Au0.92Ga0.068In0.012,0.137
Nd1Fe1As1O0.85,51
Nb41.25Ta13.75Ir45,4.35
Hg0.7S0.3Ba2Cu1Oz,73
Y1Ba2Cu2.94Fe0.06O7,89.3
Pr1Ba2Cu2.85Co0.15OZ,
Pb0.9Tl0.1,
Y1Ba1.6La0.4Cu3O7.06,52
Cu1O1,
Mg1C1Ni3,8.2
Mg1C0.885B0.04Ni3,6.97
Y0.7Tb0.3Ni2B2C1,9.03
Au5Zn8,
Bi2Sr1.2La0.8Cu1O6+Z,
Y2Rh3Si5,2.7
Bi2Sr2Ca0.4Pr0.6Cu2O8+z,4.8
Rh0.03Zr0.97,3.38
Fe0.6Ni0.4Zr2,0.2
Bi2Sr2Ca1Cu2O8.15,87
La1Fe1As1F0.11O0.89,27.9
Cu1Rh2S4,4.7
Bi2Sr2Ca1Cu2O8+z,48
Y1Ba2Cu3.76Fe0.24O8,
Mo6Se5I3,4.2
La1.875Ca0.125Cu1O4,21.7
Bi2Sr2Ca1Cu2O8,85
Be0.96Re0.04,9.5
Bi2Sr2Ca1Cu2OZ,83
La1.9Sr0.1Cu1O4,
Y1Ba2Cu3O6,
In0.488Na0.025Pb0.488,6
Nd2Cu1F0.22O3.78,24.5
La1.5Ba1.4Ca0.1Cu3O6.932,25
Er1Ni2B2C1,11
Y1.34Ce0.66Sr2Cu1Fe1O8,
Bi2Sr1.6La0.4Cu1Oz,27.6
La3Se4,7.8
Y1Ba2Cu3O7,94
La0.5Y0.5Ba2Cu3OZ,84
Y1Ba2Cu3O6.93,91
La1.85Sr0.15Cu1O3.98,37.9
Lu0.25Dy0.75Ni2B2C1,
Y1Ba2Cu2.99Zn0.01O7,86.5
Sr0.68M1.27Mo1S2,5
Bi2.1Sr1.74La0.16Cu1O6+Z,9.03
Bi1Sr1Ca1Cu2OX,80
Rh0.01Ti0.99,1.16
Y1Ba2Cu3O6.4,35.8
Fe0.5Ba2Eu1Cu2.5O7.51,60
Nb3Se4,1.61
Hg1Ba2Cu1O4+d,92
Y1Ba2Cu2.4Co0.6O7.08,
La0.9978Ce0.0022Rh3B2,1.07
La1.85Sr0.15Cu1O4-Y,40
La1Ni1As1O1,2.4
U0.98Th0.02Pd2Al3,1.97
Y1Ba2Cu3.92Zn0.08O8,27.7
Ga3Zr1,1.38
Hg1Ba2Ca4Cu5Oz,100
Gd2Cu1O4,
Ir0.43Rh0.52Te2,2.82
Al0.95B0.05Nb3,19.1
Th1Rh2B2C1,
Eu1Ba2Cu3O7-Z,
Ca0.5Na0.5Fe2As2,19.4
Nd1Rh6B6,5.4
Sr1Fe2As1.8P0.2,
Hg2Sr2Y1Cu2O8-z,42
Y1Ba2Cu2.76Zn0.24O6.02,
Ca1.6Na0.4Cu1Cl2O2,27.8
Nb2.7Mo0.3Al1,12.3
Ba0.6K0.4Bi1O3,
Ge1Y1,
Hg0.8Ba2Cu1.05O4+y,95.8
Na0.2O3W1,0.55
La0.9941Tb0.0059Al2,1.996
Nb1Sr2Eu1Cu2O8,
Ge1H0.005V3,5.8
Tl1Sr1.5Sm0.5Ca1Cu2O7,86
Sm0.33Eu0.33Gd0.33Ba2Cu3OZ,93.1
Hg0.7Mo0.3Sr2Cu1O4,36
Re0.65Ta0.35,1.58
B2Mg1,37.3
Pr1Os2.4Ru1.6Sb12,1.21
Ga0.251Nb0.749,19.9
Pb2Sr2Y0.75Eu0.25Cu3O8+z,
Mo7Re13B1,8.3
Ca0.2Cd0.8La1Ba1Cu3Oz,
Ir1.15Nb0.85,4.6
Al2C1Cr3,
Bi2Sr1.5La0.5Cu1O6.38,21
Y1,2.7
Ge0.4Cu0.6Sr2Ca1.8Y0.2Cu3O9.3,81
Y1Ba2Cu2.7Ga0.3O6.2,
Nd1.85Ce0.15Cu0.99IN0.01O4-Z,20.5
Ca4Rh6Pb19,3.3
C1Ga1La3,
La1Al1.64Si0.36,
K0.75Fe1.68Se2,31
Hg2K1,1.2
La1.5Ba1.1Ca0.4Cu3O7.05,55
Ba1Fe2As1.34P0.66,30.5
Sc1Se1,
Ir0.99V0.01,0.11
Pr1Ru4Sb12,1.11
Ru1Sr2Gd0.98Ce0.02Cu2O8,13
Pb1,7.175
Nb3Pt1,9.2
Bi1.6Pb0.4Sr2Ca3Cu3.6Ag0.4OZ,107.3
Ba0.91Ce0.09Fe2As2,4.12
Bi4Sr3Ca3Cu3.95Fe0.05Oz,72
Nb0.7Ti0.3,10.1
Nd1Fe0.8Ru0.2As1F0.11O0.89,22.1
Hg0.95Ba2Cu1.05O4+y,95.2
Ga3Ti1,
Bi1Sr1Ca1Cu2OX,110
Ga1Sr2Y0.8Ca0.2Cu2O7,
La1.85Sr0.15Cu1O4,36.8
Lu1Ir3B2,
Hf0.05Rh0.04Ti0.91,1.7
Y0.84Sr2.16Cu2.78S0.22O7,45
N1S1,0.26
Nd1Fe0.98Ru0.02As1F0.11O0.89,46.5
Ag0.15Bi0.85,5.3
Mn0.73Mo0.27,
Au0.3Pd0.033Te0.666,2.6
Sm1Ba2Cu2.94Fe0.06O7-z,71
Ca1Ir2B2,
Pr0.5Ca0.5Ba2Cu3O7-Z,52
Nd1Ir3B2,
Y0.8Ca0.2Ba2Cu3O6.3,40.6
Pr0.91La1Ce0.09Cu1O4,25.2
Tl1Ba1.1La0.9Cu1O5,38.4
Bi2.8Pb0.8V0.4Sr4Ca5Cu7Oz,111
La1.85Sr0.15Cu0.94Ni0.06O4,
Nb2.97W0.03Al1,18
Sr0.9La0.1Cu1O2,43
In1,3.4178
Fe1Zr2,0.17
Yo975Yb0.025Ba2Cu3OZ,65
Nb1Ba2Cu2.98Ga0.02O7-y,80.2
V50Ti45Zr5,7
Bi2Sr8Cu4C3O21,34
Sm1.85Ce0.15Cu1O3.97,21.8
Nb5Si3,
Y0.76Lu0.24Ba2Cu4O8,
Y1Ba2Cu2.94Ni0.06O6.47,23
Th0.4Y0.6,
La1.76Sr0.24Cu0.94Mn0.06O4,37
Tb5Os4Si15,3.2
Y1Ba2Cu3.8Ni0.2O8,21
Nd1.3Ba1.7Cu3O7-Z,34.2
Pb0.63Cu0.27Sr1.8Ca0.41Y0.79Cu2Oz,
Y1Rh1.1Sn3.1,1.3
K1Fe2As2,3.8
La1Ba2Cu3O7-X,
Y1Ba2Cu2.85Ni0.15O7-Z,74.6
Tm1Sn1Ge1,
Ce1Fe1As1F0.16O0.84,40.7
Ba1Fe1.856Ni0.144As2,6
M1Ta1S2,5.6
B2Mg1,38.7
Au1Ga2,
Ba4Cu1Li1Cl4O4,
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11+z,33.4
La1.5Ba1Sr0.5Cu3O6.955,26.9
Bi2Sr2Ca0.3Y0.7Cu2O8+Z,
La1Ni2Ge2,
Y1Ba2Cu2.8Co0.2O6.9,
Ga0.5Co0.5Sr2Tm0.6Ca0.4Cu2Oz,35
Ho1Ba2Cu3O7-Z,
Py2C2H26Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,82
Pr0.1La1.7Sr0.2Cu1O4,36
Bi2Sr1.27La0.73Cu1OZ,14
Y0.4Gd0.6Ni2B2C1,
C0.55W0.45,8.1
Th1.6Er0.4C3,8.2
Hf0.14Re0.86,5.8
Ta0.63Ti0.3Zr0.07,
Sm1Fe0.825Co0.175As1O1,5.8
Th0.6Sc1.4C3,5.4
Bi2Sr2Ca1Cu2O8+z,60
Bi2Sr2Ca1Cu2O8.19,88
Y1Ba2Cu2.94Fe0.06H1.3O7,
YBa1.5Sr0.5Cu3Oz,90
Bi1.95Sr1.65La0.4Cu1O4,36
Sm1Rh4B4,2.72
Zn0.02Pc0.02Bi2Sr2Ca1Cu2Oz,67
Ru1Sr2Gd1Cu2OZ,35
Nd0.555Gd1.295Ce0.15Cu1O4,
Ru0.6Nb0.4Sr2Gd1.5Ce0.5Cu2O10-z,27
La1Rh3B2,2.82
La1.83Sr0.17Cu1O4,
Y1Ba23Oz,90.4
Tb0.225Er0.775Ni2B2C1,5.9
M1Ta1S2,4.3
Sm0.35Ba0.65Cu1O3-Y,93.1
La1.92Sr0.08Cu1O4,
Ir1P1,
Th0.9985U0.15,0.495
Pd0.26Ti0.74,1.66
Be22Re0.95Os0.05,9.2
Nd2Cu1F0.5O4,18
Y0.9Zn0.1Ba2Cu3O7,54.9
Mo4P3,3
Ce1Mo6S8,
La1.85Ce0.15Cu0.7Ag0.3O4-Z,17.2
Ce1Ir0.8Co0.2Si3,0.62
Sr1Al1Si1,4.7
Nb3Rh0.95Au0.05,2.52
Zr1,
B2Cr1,
Y1B2C2,3.6
La1.875Ba0.125Cu1O4,8.9
Sb0.25Ti0.75,7.2
Sm1Fe4P12,
B0.048C0.952,6.6
B2Mg1,37.5
Ho1Ba2Cu3O7-Z,91
Hg0.75V0.25Sr2Gd1.5Ce0.5Cu2Oz,47
Y1Ba2Cu3O6.6,58
Re0.76V0.24,4.52
Ca0.1La1.25Ba1.65Cu3O6.88,
Y0.9Ca0.1Ba2Cu3O6.8,84.1
Y1Ba2Cu3O6.8,78
Y1Sr2Cu2.8W0.2O7.2,66
Pt1,
La1.85Sr0.15Cu0.9875Co0.0125O4,22.9
Nb25Ti75,7.2
Y1Ba2Cu3O7,92
Be2W1,
Nd2Ni1O4,
Ca1.883Cu0.941Cl1.941Na0.059O2.117,26
In0.95Pb0.05,3.77
Tl0.6V0.5Sr2Ca2Cu3Oz,110
Y1Ni2B2C1,15.76
M1Mo1S2,5.7
Bi1.7Pb0.3Sr2Ca0.75Y0.25Cu1.94Zn0.06O8,60.6
Pr0.95La0.05Os4Sb12,1.84
Co1Lu3,0.35
Tl1Sr1.7Ca0.3Yb1Cu2O7,55
Pb1Mo6S8,
Y1Ba2Cu2.97Fe0.03O7-Z,89
La1.85Sr0.15Cu0.99Ga0.01O4,24.1
Ca0.1La1.15Ba1.75Cu3O7.148,57.1
Y1Ba1.9La0.1Cu3O6.99,91
Ba0.34K0.66Bi1O3,7
Pt1Sb1,2.1
Y1Ba2Cu2.95Nb0.05O7-z,
La1.7Gd1.3Ca1Ba2.2Sr0.8Cu6.44In0.56O16.6,30
La3Sn7,
Y1Ba2Cu3O6.85,87.9
Pr1.83Ce0.17Cu1O4,13
Fe1Se1,8.5
Y1Sr2Cu2.8Re0.2O6.9,43
In1Te1.002,3.5
B0.7C0.3Ba1.5Sr0.5Ca2Cu3OZ,117.65
Au1V3,2.9
Mo1,0.916
Y1Mo6S7,2.66
Fe1Se0.2Te0.8,12.8
Ru0.85Ta0.15Sr2Gd1Cu2Oz,
Tm1Rh4B4,9.86
Bi3La5,0.64
Fe0.95Zn0.05Se0.3Te0.7,13.5
Er1Ni1.9Fe0.1B2C1,4.31
Sc5Rh4Si10,8.27
Y0.7Pr0.3Ba2Cu3O6.65,46
Lu2Ir3Si4.5Ge0.5,5.2
C60Rb3,29.4
Y1Ba2Cu2.982Zn0.018OY,82
Gd1Ba2Cu2.96Zn0.04O7-y,72.7
Cu0.005V0.995,4.92
La1.85Sr0.15Cu0.99Ni0.01O4,29
B6Tb1,
Y0.9Pr0.1Ba2Cu3O7-z,89.2
Pr1.83Ce0.17Cu1O4,20.3
K1Hg1C8,1.93
Y1Ba1.96La0.04Cu3O6.96,93.6
Sm1Ba2Cu4O8,69.3
Y1Ba2Cu2.895Fe0.105O7-d,70
Dy1Ni1.985Co0.03B2C1,2.1
Bi1.6Pb0.4Sr2Ca2Cu2.99Mn0.01OZ,
La1.85Sr0.11Ho0.04Cu1O4,11.7
B1C1Mo2,7.1
La1.6Sr0.4Ca0.5Er0.5Cu2O6-Z,
Bi1.95Sr1.85La0.2Cu1O6+z,22.1
Pr0.95Ce0.05Pt4Ge12,5.75
As7Tc3,
Y1Ba2.88Nd0.12Cu3O7-z,93.2
Nb3Sn0.98Al0.02,17.9
Bi1.6Pb0.4Sr2Ca1Sm1Cu3Oz,
Y1Ru3Si2,3.51
La1.8Sr0.2Cu1O4,35.2
Ru1Sr2Gd1Cu2O8,50.7
Bi1C1,
Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.74,44
Ir0.69Y0.31,1.98
Sn0.97As0.005Te0.995,0.108
Ti1,0.4
Ho0.5Pr0.5Ba2Cu3O7-Z,28.3
Nd1.85Ce0.15Cu1O4,20
La1.88Ba0.12Cu0.99Ga0.01O4,8.2
Y1Ba2Cu0.78Al0.22O7,
Mo0.93Pt0.17,2.8
Nb1S2,6.05
Y1Ba2Cu3O6.68,63
Y1Ba2Cu2.2Co0.8O7.3,
Eu1.6Pr0.4Ba4Cu7O14.761,63
Bi2Sr1.9La0.1Cu1O6+Z,
Gd1Ba8Cu4OZ,
Y1Ba2Cu3.96Ni0.04O8,
La1.85Sr0.15Cu0.992Zn0.008O4,35.7
I1Bi2Sr2Ca1Cu2O8,58.3
Ge1V3,8.6
Ba0.9Rb0.2Bi1O3-Z,15
Pr1Fe1As1O0.7,48.5
Ba0.1La1.9Ag0.1Cu0.9O4-Y,26
Pr1.83Ce0.17Cu1O4,13.4
Bi2Sr2Ca1Cu2O8+z,85
Y1Ba2Cu3O6.91,90.1
Bi2Sr2Ca0.7Pr0.3Cu2O8,61
Er1Ru3B2,
Pb2Sr2Pr1Cu3O8,
Al2Os1,
Y1Ba2Cu3.84Ni0.16O8,
Lu0.8Pr0.2Ba2Cu3O7,86.8
Sm1.75Gd0.1Ce0.15Cu1O3.97,21.4
Bi4.1Sr2.4Ca2.4Cu4OX,75
La1.71Sr0.25Ho0.04Cu1O4,9.8
Sr0.875Nd0.125Cu1O2-d,20
Y1Ba2Cu2.9Co0.1Oz,88.6
Ge1.81La1,2.17
Cu0.68C0.32Ba2Ca3Cu4O11+d,117
C60K3,17.8
Gd1Fe2Ge2,
Pr0.85Sr0.15Fe1As1O1,15.5
B2Mg1,38.81
Y2Ba4Cu7O14,30
Li0.9Mo6O17,2.2
Pr1.85Ce0.15Cu0.98V0.02O3.98,22.3
Y1Ba2Cu3O7-Z,92.5
Nb0.29Re0.71,5.6
Pd2Yb1Pb1,2.8
Bi1.35Pb0.85Sr1.4La0.45Cu1O6+z,27
Sm0.5Eu0.5Ba2Cu3O7-z,95
Ce1Co1In5,2.3
Bi2Sr1.34La0.66Cu0.99Zn0.01O6+z,8
Ba1Ta2S5,3.14
Pb1Sr0.8Ba1.2Y0.7Ca0.3Cu3O8.41,42
Bi1.9Pr0.1Sr2Ca2Cu3OZ,97
B2Zr1,5.5
Y1La0.6Ba1.4Cu3O6.8,
Er3Ru4Ge13,
Rh1Te2,1.51
Hg1.4Tl0.6Ba2Y0.4Ca0.6Cu2O8-z,84
Pt3Th7,
Y1Ba2Cu2.5Fe0.5O7.35,80
Y1Ba2Cu2.095Al0.095O6.81,83.3
Tc0.6W0.4,7.88
Bi0.7Pb0.3Sr1Ca1Cu1.5POZ,85
Cu1Se1,
Cu2.85Re0.15Sr2Y0.9Ca0.1Oz,73
Y1Ba2Cu3O6.38,10.1
Nd1Ba2Cu2.7Ga0.3O7-y,
Ta0.96W0.04,3.3
Tl0.6La1Sr1Cu1.4O5,33
Bi1.6Pb0.4Sr2Ca2.5Sm0.5Cu3Oz,53
Hg1Pb2.1,5.85
Ba1Fe1.78Co0.22As2,13.5
Y1Ba2Cu2.67Zn0.33O7,
Sm1.88Ce0.12Cu1O4,3.9
Mn2O3,
Bi2Sr1.8LI0.2Ca1Cu2O8,77
Y1Ba2Cu3.85Zn0.15O8,
La1.85Sr0.15Cu1O4,37.8
Ca1Si2,
Y1Ba1Sr1Cu2.5B0.5Oz,41.2
B6Th1,
Y1Ba2Cu2.55Mn0.45O7-Z,86
La1.875Ba0.125Cu1O4,4
Pd1.1Te1,4.07
La1.6Sr0.4Cu0.8Fe0.2O4,
Y0.8Pr0.2Sr2Cu2.7Mo0.3O7-d,31.6
Y1Ba2Cu3O7,91.4
As2Te3,4.4
Ce1Pt5,
La1Rh1B1N1,
Ir0.91Se2,6.45
Bi2.13Sr1.21Ca1.32Cu2.22O8+z,90
Bi4Sr4Ca1Eu1Cu4O16+Y,28.5
Au0.93In0.07,0.0164
Fe0.03Te0.9Se0.1,11.9
Au1,
Pb2.15Mo15Se19,
Hg1.5Pb0.5Ba2Ca1Cu2O8-z,55.3
Bi1.4Pb0.6Sr1.4Ca1Nd0.6Cu2O8.22,25
Ag1Tl1,2.67
Bi1.85Pb0.35Sr2Ca2Cu3.1Oz,107
Hf0.875Re0.125,1.7
La0.92Tm0.08Ru3Si2,6.8
B2Mg1,39.2
Y1Ba2Cu2Fe1O7-Z,
La0.35Ce0.65Ru2,1.647
Ti1Os1P1,
Ru0.58W0.42,5.2
In1Te1,3.45
Pt1V3.5,1.26
Y1Ba2Cu2.94Fe0.06O7,60
Mo0.15Nb0.85,5.85
Nd0.95Pr0.05Ba2Cu3O6.6,4.1
Y1Ba2Cu2.982Zn0.018O7-z,82
Tb1Sr2Cu2.7Mo0.3O7.12,
Lu0.772Dy0.228Ni2B2C1,11.77
Y1Ba2Cu3O6.7,
Y1Sr2Cu2.6Fe0.4O6+z,10
La1.94Ce0.06Cu1O4+z,7.97
Tl0.8Mo0.2Sr4Cu2Co3O7-z,80
Tl2Ba2Cu1O6+z,25
Bi2Sr2Ca1Cu2O8+z,85
Y1Ba2Cu3O6.95,92
Li2Cs1C60,12
Rh0.005Zr1,5.8
Tb0.2Er0.8Ni2B2C1,7.1
Mg1B1.7C0.3,10.2
Cr0.56Re0.44,5.1
Bi2Sr2Ca1Cu1O8+Y,77
Si2Th1,2.4
Nb1S1,
Y1Ba1.7Cs0.3Cu3O6.6,93.75
As2Nb1,
Mo1Sr2Eu1.5Ce0.5Cu2O10-z,
Re1Ge2,2.7
La2Ba1.85Cu2Ti2O10.7,
Gd1.1Nd0.75Ce0.15Cu1O4,
Dy0.8Ca0.2Ba2Cu2.7Zn0.3O6.78,28
La1.85Sr0.15Cu0.7Zn0.3Oz,
Ge0.21V0.79,6.4
La0.8Th0.2Ni1C2,5.4
Tl2Ba2Cu1O6+Z,82
Y1Sr2Cu2.7Co0.3O6.7,27
Bi1.95Sr1.65La0.4Cu1O6.334,30.5
M1Ta1S2,4.6
K1Fe2As2,3.4
Y1Fe2Ge2,
Cu0.5Tl0.5Ba2Ca0.5Mg1.5Cu3O10-z,
Bi1.8Cd0.2Sr2Ca1Cu2Oz,58
Y1Ba2Cu3.956Zn0.044O8,56.8
La0.7Ca0.1Pr0.2Ba1.5Sr0.5Cu3O6.862,40
U0.957Th0.043Be13,0.533
La1Ba1.25Ca0.75Cu3O6.958,79.9
Er1Ba2Cu2.94Zn0.06O6.92,69
Er0.8Pr0.2Ba2Cu3O7-Z,
Y1Ba2Cu3O7-z,93.1
V2.91Mo0.09Si1,10.4
Nb3Rh0.1Os0.9,
Ga1V3,15.4
Y1Ba2Cu2.61Ga0.39O7,64.8
Y1Ba2Cu3O6.58,43.5
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.26,73
Sc1,
Pd1Se1,
Mo0.95Hf0.05C0.73,12
B2.75Be1,0.72
Hg0.7Bi0.3Sr2Ca2Cu3O8.15,112
Au0.02Nb3Rh0.98,2.53
Y1Ba1.5Sr0.5Cu3O6.85,72.9
Bi2Sr2Ca0.83Pr0.17Cu2OZ,84.2
Y3Ru4Ge13,1.7
Pr0.555Gd1.295Ce0.15Cu1O4,
Os0.06Re0.94,1.93
Lu1Ba2Cu3O7,86
Mg0.8Al0.2B2,25
Y1Ba2Cu2.88Zn0.12O7,47.02
Nd0.5Pr0.5Ba2Cu3O6.95,
Be13Mo1,
Y1Ni1.34Pd0.66B2C1,10.4
Y0.8Ca0.2Ba2Cu3O6.8,84.1
Rh1Sb1,
Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73
Hg1.75Pb0.25Ba2Y0.7Ca0.3Cu2O8-z,70
Mg1B1.84F0.16,16
Lu2Os3Si5,
Sr2Cu1C0.91B0.09O5,26.5
Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,60
La1.9Sr0.1Cu1O3.997,32
Y1Ir2Si2,
La1.92Sr0.08Cu0.94Ni0.06O4,
La1.857Sr0.143Cu1O4+z,36.6
Sn1Mo6S8,11.8
C1.45Y0.9Zn0.1,13
Cu0.6S2Zn0.4,
Y1La0.2Ba1.8Cu3O7.46,89.8
Y1Ba2Cu2.88Zn0.12O6.92,53
Hg1Ba2Cu1O4.39,26
Bi2F0.2S2O0.8,3
La1.6Ba0.4Cu1O4,4.2
Cu1Sb1,
Mo6Se7.85S0.15,6.3
K0.8Fe1.951Mn0.049Se2,31.9
Ru0.875Nb0.125Sr2Gd1.4Ce0.6Cu2Oz,34
Pr1Ba2Cu2.7Co0.3OZ,
La1.85Sr0.15Cu0.977Ga0.023O4,0.9
Na0.33H2.86Co1O3.42,4.5
Tl1Ba0.2Ca0.8La1Cu1O5,13
La1Fe1As1O1,
La1Bi1S2F0.5O0.5,2.75
La1P1,
Cd1O1,
Bi1.8Pb0.4Sr1.85Ca2.05Cu3O10.26,107
Tm0.9Lu0.1Fe3Si5,1.65
Ce1Rh1In4.88Sn0.12,
La2Cu0.97Zn0.03O4.1,7.3
Y1Ba2Cu3O7-Z,91
Ba1Ti2As0.4Sb1.6O1,
Pb0.5Cu0.5Sr1La1Cu1O5.19,24.1
Tl2Ba2Ca2Cu3Oz,123
Cd2Re2O7,0.97
P4W14O50,0.39
B2Mg0.988Sc0.012,41.4
Ca0.11M1Hf1N1Cl1,26
C,7.4
Ce0.91La0.09Ru2,5.25
La0.8Y0.2Fe1As1F0.11O0.89,30.3
Ce1Fe1As0.7P0.3O1,4
U1Ni2B2C1,
Ba1Pb0.8Sb0.2O3-Z,
Nb2.7Zr0.3Sn1,18.1
